Clase,Edad,Sexo,Sobrevivio
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,hombre,no
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,si
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,adulto,mujer,no
tercera,infante,hombre,si
tercera,infante,hombre,si
tercera,infante,hombre,si
tercera,infante,hombre,si
tercera,infante,hombre,si
tercera,infante,hombre,si
tercera,infante,hombre,si
tercera,infante,hombre,si
tercera,infante,hombre,si
tercera,infante,hombre,si
tercera,infante,hombre,si
tercera,infante,hombre,si
tercera,infante,hombre,si
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,hombre,no
tercera,infante,mujer,si
tercera,infante,mujer,si
tercera,infante,mujer,si
tercera,infante,mujer,si
tercera,infante,mujer,si
tercera,infante,mujer,si
tercera,infante,mujer,si
tercera,infante,mujer,si
tercera,infante,mujer,si
tercera,infante,mujer,si
tercera,infante,mujer,si
tercera,infante,mujer,si
tercera,infante,mujer,si
tercera,infante,mujer,si
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tercera,infante,mujer,no
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,si
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
tripulacion,adulto,hombre,no
